study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB7774	ERP008729	SAMEA3136748	ERS608599	ERX633359	ERR688358	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI021650-108		SINGLE	WGS	METAGENOMIC	other	785424	62474530	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:471-1	ena-RUN-BGI-24-11-2014-01:51:18:471-1	70936787	6f8fc0333c69d0964e8a2b0ca99af7b5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688358/ERR688358.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688358/ERR688358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688358/ERR688358.fastq.gz	69156574	1216d775b617fdc9ea73eecb456f6019	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688358/31004_SZAXPI021650-108.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688358/31004_SZAXPI021650-108.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688358/31004_SZAXPI021650-108.clean.single.rmhost.fq.gz	FASTQ	67760870	fc7ec2550db06f15aadaa9e6d3918295	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688358	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688358	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688358				31004		Stool sample from carcinoma		2014-11-24
PRJEB7774	ERP008729	SAMEA3136648	ERS608499	ERX633360	ERR688359	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI022053-133		SINGLE	WGS	METAGENOMIC	other	1158189	102874412	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:471-2	ena-RUN-BGI-24-11-2014-01:51:18:471-2	103709762	891ae71035f90e8fefe6699bbeb0f90a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688359/ERR688359.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688359/ERR688359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688359/ERR688359.fastq.gz	101126426	a7d9ba71ebe560585a9f605913841b07	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688359/31009_SZAXPI022053-133.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688359/31009_SZAXPI022053-133.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688359/31009_SZAXPI022053-133.clean.single.rmhost.fq.gz	FASTQ	100771352	29967ce592cfb9f76466f39dad302032	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688359	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688359	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688359				31009		Stool sample from controls		2014-11-24
PRJEB7774	ERP008729	SAMEA3136638	ERS608489	ERX633361	ERR688360	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI022043-90		SINGLE	WGS	METAGENOMIC	other	1110550	98141619	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-3	ena-RUN-BGI-24-11-2014-01:51:18:472-3	97120739	04ffce4298f36f86ba521737ac4b1ca6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688360/ERR688360.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688360/ERR688360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688360/ERR688360.fastq.gz	94662051	cc4b2bf93a7f1c9f0532f425bf914d7d	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688360/31021_SZAXPI022043-90.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688360/31021_SZAXPI022043-90.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688360/31021_SZAXPI022043-90.clean.single.rmhost.fq.gz	FASTQ	94871031	1099edc0d88142b2b13fa64724c87ea7	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688360	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688360	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688360				31021		Stool sample from controls		2014-11-24
PRJEB7774	ERP008729	SAMEA3136703	ERS608554	ERX633362	ERR688361	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI021937-109		SINGLE	WGS	METAGENOMIC	other	803265	71112063	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-4	ena-RUN-BGI-24-11-2014-01:51:18:472-4	70925800	07974b3ba4f0ac8055f2b05df2bc6a8d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688361/ERR688361.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688361/ERR688361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688361/ERR688361.fastq.gz	69162597	edddc52e1b7bbd1186e9816784fa5b54	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688361/31030_SZAXPI021937-109.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688361/31030_SZAXPI021937-109.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688361/31030_SZAXPI021937-109.clean.single.rmhost.fq.gz	FASTQ	69057912	9b40d387628260a08e07e7689661875b	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688361	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688361	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688361				31030		Stool sample from advanced adenoma		2014-11-24
PRJEB7774	ERP008729	SAMEA3136670	ERS608521	ERX633363	ERR688362	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI022073-62		SINGLE	WGS	METAGENOMIC	other	918792	82353944	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-5	ena-RUN-BGI-24-11-2014-01:51:18:472-5	81685706	4af49bc49cbf02923fe45efec9206b0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688362/ERR688362.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688362/ERR688362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688362/ERR688362.fastq.gz	79545145	6229634bcb6c8df852dda3b8987714ad	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688362/31071_SZAXPI022073-62.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688362/31071_SZAXPI022073-62.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688362/31071_SZAXPI022073-62.clean.single.rmhost.fq.gz	FASTQ	79487914	916d90ae46dc381849a55f6bd15223cd	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688362	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688362	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688362				31071		Stool sample from controls		2014-11-24
PRJEB7774	ERP008729	SAMEA3136657	ERS608508	ERX633364	ERR688363	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI022084-20		SINGLE	WGS	METAGENOMIC	other	1311047	118458156	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-6	ena-RUN-BGI-24-11-2014-01:51:18:472-6	115861496	90cfcb84c54808a42f9285833a9d4c95	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688363/ERR688363.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688363/ERR688363.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688363/ERR688363.fastq.gz	112723000	6efd8a306b103ddf367aa03bbfe73ffa	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688363/31112_SZAXPI022084-20.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688363/31112_SZAXPI022084-20.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688363/31112_SZAXPI022084-20.clean.single.rmhost.fq.gz	FASTQ	112832271	0d934366acb580a8f9bf4f3f0e2f0269	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688363	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688363	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688363				31112		Stool sample from controls		2014-11-24
PRJEB7774	ERP008729	SAMEA3136660	ERS608511	ERX633365	ERR688364	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI022081-26		SINGLE	WGS	METAGENOMIC	other	822780	75399723	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-7	ena-RUN-BGI-24-11-2014-01:51:18:472-7	70546550	87e7d18b8517932276c26136e280a22c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688364/ERR688364.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688364/ERR688364.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688364/ERR688364.fastq.gz	68529177	016c70e71f16c22a6de6c8759335b933	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688364/31129_SZAXPI022081-26.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688364/31129_SZAXPI022081-26.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688364/31129_SZAXPI022081-26.clean.single.rmhost.fq.gz	FASTQ	69237680	426214883f354ca239860cae56fe0aa5	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688364	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688364	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688364				31129		Stool sample from controls		2014-11-24
PRJEB7774	ERP008729	SAMEA3136712	ERS608563	ERX633366	ERR688365	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI021945-158		SINGLE	WGS	METAGENOMIC	other	942900	85463912	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-8	ena-RUN-BGI-24-11-2014-01:51:18:472-8	84097706	fb034fdbbc699ba5dc380b6487505e3f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688365/ERR688365.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688365/ERR688365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688365/ERR688365.fastq.gz	81872331	efee73a91c613accae4a91a00aede18d	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688365/31137_SZAXPI021945-158.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688365/31137_SZAXPI021945-158.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688365/31137_SZAXPI021945-158.clean.single.rmhost.fq.gz	FASTQ	81624478	dd06f39e5519aab2c0132530e22f7294	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688365	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688365	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688365				31137		Stool sample from advanced adenoma		2014-11-24
PRJEB7774	ERP008729	SAMEA3136769	ERS608620	ERX633367	ERR688366	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI021669-24		SINGLE	WGS	METAGENOMIC	other	932348	76916703	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-9	ena-RUN-BGI-24-11-2014-01:51:18:472-9	83369745	57323acb78b4daff1faf33850473cc24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688366/ERR688366.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688366/ERR688366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688366/ERR688366.fastq.gz	81202994	5a8fded3c754c273c019ef20cf795514	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688366/31159_SZAXPI021669-24.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688366/31159_SZAXPI021669-24.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688366/31159_SZAXPI021669-24.clean.single.rmhost.fq.gz	FASTQ	80883883	2a54f9b6a7d338c88ab93b7e13e79df3	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688366	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688366	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688366				31159		Stool sample from carcinoma		2014-11-24
PRJEB7774	ERP008729	SAMEA3136630	ERS608481	ERX633368	ERR688367	ERA388257	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI021961-43		SINGLE	WGS	METAGENOMIC	other	841486	72052894	BGI	2015-03-05	2018-11-16	Illumina HiSeq 2000 sequencing	Gut microbiome development along the colorectal adenoma-carcinoma sequence	ena-STUDY-BGI-19-11-2014-07:24:16:973-1279	ena-EXPERIMENT-BGI-24-11-2014-01:51:18:472-10	ena-RUN-BGI-24-11-2014-01:51:18:472-10	73083016	d9509af7d7397c364e119f8219f17a06	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688367/ERR688367.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR688/ERR688367/ERR688367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688367/ERR688367.fastq.gz	71240829	6cf7d9f0e7e2e65a9c32811f883c9e1b	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688367/31160_SZAXPI021961-43.clean.single.rmhost.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR688/ERR688367/31160_SZAXPI021961-43.clean.single.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688367/31160_SZAXPI021961-43.clean.single.rmhost.fq.gz	FASTQ	71011577	722e07f926d6a13ccb87278416d7466e	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688367	fasp.sra.ebi.ac.uk:/vol1/err/ERR688/ERR688367	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688367				31160		Stool sample from controls		2014-11-24
