study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB12449	ERP013933	SAMEA3879500	ERS1066634	ERX1364628	ERR1293056	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	879359	66176596	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-1	ena-RUN-EMBL-24-02-2016-13:30:23:740-1	65089825	3212e6bf7fda0d493a8a533e5704fedd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293056/ERR1293056.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/006/ERR1293056/ERR1293056.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293056/ERR1293056.fastq.gz	65437427	d58ff8d57cb85a41ae51d251f6ea48b6	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293056/MMRS11288076ST-27-0-0_14s001721-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293056/MMRS11288076ST-27-0-0_14s001721-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293056/MMRS11288076ST-27-0-0_14s001721-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	FASTQ	58638270	529a0c5dc7739f626a4cf4333d982daf	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293056	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/006/ERR1293056	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293056				MMRS11288076ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879500	ERS1066634	ERX1364629	ERR1293057	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	812210	61006171	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-2	ena-RUN-EMBL-24-02-2016-13:30:23:740-2	59942362	590138ad9da06b9b58e4d8cea734a376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293057/ERR1293057.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/007/ERR1293057/ERR1293057.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293057/ERR1293057.fastq.gz	60254999	d41a4e8cebdb1421658d7f9f35deac37	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293057/MMRS11288076ST-27-0-0_14s001721-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293057/MMRS11288076ST-27-0-0_14s001721-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293057/MMRS11288076ST-27-0-0_14s001721-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	FASTQ	54029219	650f52583bea274da4b2626cb5d0c9a7	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293057	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/007/ERR1293057	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293057				MMRS11288076ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879500	ERS1066634	ERX1364630	ERR1293058	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	808897	60894638	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-3	ena-RUN-EMBL-24-02-2016-13:30:23:740-3	59706922	6bf696595d02a6d8de119f3ea9086bb1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293058/ERR1293058.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/008/ERR1293058/ERR1293058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293058/ERR1293058.fastq.gz	60034809	fc140d2575ecd4dd09fbe91f7ed69f98	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293058/MMRS11288076ST-27-0-0_14s001721-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293058/MMRS11288076ST-27-0-0_14s001721-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293058/MMRS11288076ST-27-0-0_14s001721-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	FASTQ	53831346	6013e601ab822667617bcf410463ed63	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293058	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/008/ERR1293058	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293058				MMRS11288076ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879500	ERS1066634	ERX1364631	ERR1293059	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	846055	63559131	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-4	ena-RUN-EMBL-24-02-2016-13:30:23:740-4	62329869	163bc35cb81e2f8d4512fc8e462e3595	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293059/ERR1293059.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/009/ERR1293059/ERR1293059.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293059/ERR1293059.fastq.gz	62654923	37fcb1081a82a8bdf2a55cc08c958a23	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293059/MMRS11288076ST-27-0-0_14s001721-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293059/MMRS11288076ST-27-0-0_14s001721-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293059/MMRS11288076ST-27-0-0_14s001721-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	FASTQ	56210808	503ebee3e0d546d7bbee76448da80d56	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293059	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/009/ERR1293059	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293059				MMRS11288076ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879501	ERS1066635	ERX1364632	ERR1293060	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	541378	40658642	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-5	ena-RUN-EMBL-24-02-2016-13:30:23:740-5	40498080	13d3ca34035878e986cfa28ea6505e19	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293060/ERR1293060.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/000/ERR1293060/ERR1293060.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293060/ERR1293060.fastq.gz	40679282	c5d4bb083ce29c819b571d71c4a29e48	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293060/MMRS99045180ST-27-0-0_14s001716-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293060/MMRS99045180ST-27-0-0_14s001716-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293060/MMRS99045180ST-27-0-0_14s001716-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	FASTQ	36310909	fb9f7239d1a4111bb948e9d9d790351e	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293060	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/000/ERR1293060	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293060				MMRS99045180ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879501	ERS1066635	ERX1364633	ERR1293061	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	563222	42347433	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-6	ena-RUN-EMBL-24-02-2016-13:30:23:740-6	41989219	3bb4d13738a19adc1f47b590ff1a9d6f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293061/ERR1293061.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/001/ERR1293061/ERR1293061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293061/ERR1293061.fastq.gz	42188245	2fc7685711dfd9a9168bbe6d4218cdc3	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293061/MMRS99045180ST-27-0-0_14s001716-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293061/MMRS99045180ST-27-0-0_14s001716-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293061/MMRS99045180ST-27-0-0_14s001716-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	FASTQ	37717790	60418cd8475d4cd0a58e606a68aa134b	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293061	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/001/ERR1293061	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293061				MMRS99045180ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879501	ERS1066635	ERX1364634	ERR1293062	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	567716	42642736	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-7	ena-RUN-EMBL-24-02-2016-13:30:23:740-7	42418788	511b42e0065cf52662e125d25301ed89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293062/ERR1293062.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/002/ERR1293062/ERR1293062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293062/ERR1293062.fastq.gz	42610230	9009af10c73740fe3c6edd6cab58fe87	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293062/MMRS99045180ST-27-0-0_14s001716-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293062/MMRS99045180ST-27-0-0_14s001716-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293062/MMRS99045180ST-27-0-0_14s001716-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	FASTQ	38022704	794f21f3cd85e7297b863ba4c0d5f6ed	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293062	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/002/ERR1293062	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293062				MMRS99045180ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879501	ERS1066635	ERX1364635	ERR1293063	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	508283	38118430	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-8	ena-RUN-EMBL-24-02-2016-13:30:23:740-8	38094647	68a46277077973cffed93750a5e6200a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293063/ERR1293063.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/003/ERR1293063/ERR1293063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293063/ERR1293063.fastq.gz	38254441	aaafbe1f22196f54efe0bbab75fcb399	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293063/MMRS99045180ST-27-0-0_14s001716-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293063/MMRS99045180ST-27-0-0_14s001716-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293063/MMRS99045180ST-27-0-0_14s001716-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	FASTQ	34147262	069a92535e04bdb54f48ad3337417def	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293063	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/003/ERR1293063	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293063				MMRS99045180ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879502	ERS1066636	ERX1364636	ERR1293064	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	1237008	94541396	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-9	ena-RUN-EMBL-24-02-2016-13:30:23:740-9	89126027	488fd6fad19861e3aef216a47d63c90f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293064/ERR1293064.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/004/ERR1293064/ERR1293064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293064/ERR1293064.fastq.gz	90025710	0faaf2114e6c5a513d7f5c69029cd554	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293064/MMRS66868025ST-27-0-0_14s001728-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293064/MMRS66868025ST-27-0-0_14s001728-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293064/MMRS66868025ST-27-0-0_14s001728-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	FASTQ	81449441	e7b7a2f51f2e0a38c1bfb0f013c8baee	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293064	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/004/ERR1293064	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293064				MMRS66868025ST-27-0-0		stool sample		2016-02-24
PRJEB12449	ERP013933	SAMEA3879502	ERS1066636	ERX1364637	ERR1293065	ERA565934	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	unspecified		SINGLE	WGS	METAGENOMIC	size fractionation	1152262	88005204	EMBL	2016-02-24	2018-11-16	Illumina HiSeq 2000 sequencing	Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA	ena-STUDY-EMBL-20-01-2016-16:09:48:292-30	ena-EXPERIMENT-EMBL-24-02-2016-13:30:23:740-10	ena-RUN-EMBL-24-02-2016-13:30:23:740-10	82981901	4196f8a3e952c6840506e9dba910b679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293065/ERR1293065.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR129/005/ERR1293065/ERR1293065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293065/ERR1293065.fastq.gz	83804908	0cf31fc5757ee4187c9b0474b6e3ae22	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293065/MMRS66868025ST-27-0-0_14s001728-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR129/ERR1293065/MMRS66868025ST-27-0-0_14s001728-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR129/ERR1293065/MMRS66868025ST-27-0-0_14s001728-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	FASTQ	75813772	6546fb049108541acd706b7cdfa74e34	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293065	fasp.sra.ebi.ac.uk:/vol1/err/ERR129/005/ERR1293065	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293065				MMRS66868025ST-27-0-0		stool sample		2016-02-24
