study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB10878	ERP012177	SAMEA3541469	ERS848618	ERX1097252	ERR1018185	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003409-8	350	PAIRED	WGS	METAGENOMIC	other	30374603	5782402056	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:623-1	ena-RUN-BGI-16-09-2015-16:59:46:623-1	2903392761;2918195407	773be5a65d25572f14c15fadf86574a8;36592038b135dbdcdaa122364caaa00b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1018185/ERR1018185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1018185/ERR1018185_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/005/ERR1018185/ERR1018185_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/005/ERR1018185/ERR1018185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1018185/ERR1018185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1018185/ERR1018185_2.fastq.gz	2813081145;2829699616	75385e944608373c587351fa9fa65cd5;baeefd2882c576778bc05331b5434a18	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018185/M2-Pk008A.SZAXPI003409-8.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018185/M2-Pk008A.SZAXPI003409-8.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018185/M2-Pk008A.SZAXPI003409-8.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018185/M2-Pk008A.SZAXPI003409-8.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018185/M2-Pk008A.SZAXPI003409-8.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018185/M2-Pk008A.SZAXPI003409-8.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5088186407	e3da392958b5d81517be29740f35d59c	ftp.sra.ebi.ac.uk/vol1/err/ERR101/005/ERR1018185	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/005/ERR1018185	ftp.sra.ebi.ac.uk/vol1/err/ERR101/005/ERR1018185				SZAXPI003409-8		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541470	ERS848619	ERX1097253	ERR1018186	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003410-3	350	PAIRED	WGS	METAGENOMIC	other	26427396	4958196559	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:623-2	ena-RUN-BGI-16-09-2015-16:59:46:623-2	2546619565;2579084993	1003292e40b219b9c848ff85c46f518c;85fcd431d89ff2d564806411e1ad8267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1018186/ERR1018186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1018186/ERR1018186_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/006/ERR1018186/ERR1018186_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/006/ERR1018186/ERR1018186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1018186/ERR1018186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1018186/ERR1018186_2.fastq.gz	2469740832;2504086657	ac82a956cebe720f9608c6cc41e1e917;b24146d432fe56289c35fd603d1f28a1	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018186/M122A.SZAXPI003410-3.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018186/M122A.SZAXPI003410-3.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018186/M122A.SZAXPI003410-3.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018186/M122A.SZAXPI003410-3.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018186/M122A.SZAXPI003410-3.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018186/M122A.SZAXPI003410-3.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	4469987112	3b919cb75e9bacfc101e4f815329b118	ftp.sra.ebi.ac.uk/vol1/err/ERR101/006/ERR1018186	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/006/ERR1018186	ftp.sra.ebi.ac.uk/vol1/err/ERR101/006/ERR1018186				SZAXPI003410-3		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541471	ERS848620	ERX1097254	ERR1018187	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003411-6	350	PAIRED	WGS	METAGENOMIC	other	29936691	5674034861	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:623-3	ena-RUN-BGI-16-09-2015-16:59:46:623-3	2866049211;2879470908	28752dab9d45bfd3fbe42565409c063f;72508c486a99c0027a6ccd557dd7d44f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1018187/ERR1018187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1018187/ERR1018187_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/007/ERR1018187/ERR1018187_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/007/ERR1018187/ERR1018187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1018187/ERR1018187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1018187/ERR1018187_2.fastq.gz	2777522492;2792913683	0caf80b51158f0eb51f13f9a8bdd0729;825fbd9ddfab2cb08b4522b2ad0f2379	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018187/M2-Pk010A.SZAXPI003411-6.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018187/M2-Pk010A.SZAXPI003411-6.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018187/M2-Pk010A.SZAXPI003411-6.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018187/M2-Pk010A.SZAXPI003411-6.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018187/M2-Pk010A.SZAXPI003411-6.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018187/M2-Pk010A.SZAXPI003411-6.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5019712763	73c706843783308a7d4f731ce25514c1	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR1018187	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/007/ERR1018187	ftp.sra.ebi.ac.uk/vol1/err/ERR101/007/ERR1018187				SZAXPI003411-6		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541472	ERS848621	ERX1097255	ERR1018188	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003412-1	350	PAIRED	WGS	METAGENOMIC	other	27880851	5343486861	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:623-4	ena-RUN-BGI-16-09-2015-16:59:46:623-4	2691379707;2710842734	01873d5f9d32533ec4423af558059d58;68b1f439f6c7c951bbfdd9909344ad01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1018188/ERR1018188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1018188/ERR1018188_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/008/ERR1018188/ERR1018188_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/008/ERR1018188/ERR1018188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1018188/ERR1018188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1018188/ERR1018188_2.fastq.gz	2609277118;2630652754	930b2984abca302e90657ba2cb191007;72cd6218604233949ff7facb59ca3da1	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018188/M2-Pk014A.SZAXPI003412-1.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018188/M2-Pk014A.SZAXPI003412-1.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018188/M2-Pk014A.SZAXPI003412-1.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018188/M2-Pk014A.SZAXPI003412-1.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018188/M2-Pk014A.SZAXPI003412-1.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018188/M2-Pk014A.SZAXPI003412-1.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	4702172512	bf53aa61278a3fdc7040e7303799a2a6	ftp.sra.ebi.ac.uk/vol1/err/ERR101/008/ERR1018188	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/008/ERR1018188	ftp.sra.ebi.ac.uk/vol1/err/ERR101/008/ERR1018188				SZAXPI003412-1		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541473	ERS848622	ERX1097256	ERR1018189	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003413-4	350	PAIRED	WGS	METAGENOMIC	other	32217415	6090719237	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:624-5	ena-RUN-BGI-16-09-2015-16:59:46:624-5	3100238937;3132993790	579957fe2b830ad3a8740906ded6f440;1f2ee1c1be4577f2e29edc3221949045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1018189/ERR1018189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1018189/ERR1018189_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/009/ERR1018189/ERR1018189_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/009/ERR1018189/ERR1018189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1018189/ERR1018189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1018189/ERR1018189_2.fastq.gz	3005740535;3040463487	e9db9ab9e8d9eeac06fd06a86b02d217;746707abd17d9bdc5a1b59f88995664a	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018189/M2-Pk001A.SZAXPI003413-4.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018189/M2-Pk001A.SZAXPI003413-4.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018189/M2-Pk001A.SZAXPI003413-4.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018189/M2-Pk001A.SZAXPI003413-4.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018189/M2-Pk001A.SZAXPI003413-4.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018189/M2-Pk001A.SZAXPI003413-4.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5440019587	e2ec592ef09f51e44a9ba581ef414a0e	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR1018189	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/009/ERR1018189	ftp.sra.ebi.ac.uk/vol1/err/ERR101/009/ERR1018189				SZAXPI003413-4		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541474	ERS848623	ERX1097257	ERR1018190	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003414-3	350	PAIRED	WGS	METAGENOMIC	other	26051114	4952005733	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:624-6	ena-RUN-BGI-16-09-2015-16:59:46:624-6	2527279601;2543089712	e13834ee7fb69a4c979df8e189cec0cc;e30e51ee10c788e45880671bb4b566ac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1018190/ERR1018190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1018190/ERR1018190_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/000/ERR1018190/ERR1018190_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/000/ERR1018190/ERR1018190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1018190/ERR1018190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1018190/ERR1018190_2.fastq.gz	2451068628;2469099027	fa1630cac263b2367cffcac6c597e818;9ff0e692c845ed3942210f2c2338681b	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018190/M2-Pk013A.SZAXPI003414-3.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018190/M2-Pk013A.SZAXPI003414-3.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018190/M2-Pk013A.SZAXPI003414-3.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018190/M2-Pk013A.SZAXPI003414-3.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018190/M2-Pk013A.SZAXPI003414-3.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018190/M2-Pk013A.SZAXPI003414-3.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	4415048899	20940e043769d0ac222ec1a1f9805a36	ftp.sra.ebi.ac.uk/vol1/err/ERR101/000/ERR1018190	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/000/ERR1018190	ftp.sra.ebi.ac.uk/vol1/err/ERR101/000/ERR1018190				SZAXPI003414-3		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541475	ERS848624	ERX1097258	ERR1018191	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003415-12	350	PAIRED	WGS	METAGENOMIC	other	31228455	5958738352	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:624-7	ena-RUN-BGI-16-09-2015-16:59:46:624-7	3011133121;3033850625	58a7634ca53af18681e9064feeb0bcb7;892421d8fe17afa52b590fa774b9c692	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1018191/ERR1018191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1018191/ERR1018191_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/001/ERR1018191/ERR1018191_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/001/ERR1018191/ERR1018191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1018191/ERR1018191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/001/ERR1018191/ERR1018191_2.fastq.gz	2918244722;2943289329	bac50ffaf7e554ace803aede65a594d8;5df20f5c58f7b1f26fed0c154d39b19e	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018191/M2-Pk015A.SZAXPI003415-12.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018191/M2-Pk015A.SZAXPI003415-12.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018191/M2-Pk015A.SZAXPI003415-12.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018191/M2-Pk015A.SZAXPI003415-12.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018191/M2-Pk015A.SZAXPI003415-12.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018191/M2-Pk015A.SZAXPI003415-12.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5266437984	ca489bb7d260a12a894c2ed749ce1f42	ftp.sra.ebi.ac.uk/vol1/err/ERR101/001/ERR1018191	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/001/ERR1018191	ftp.sra.ebi.ac.uk/vol1/err/ERR101/001/ERR1018191				SZAXPI003415-12		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541476	ERS848625	ERX1097259	ERR1018192	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003416-4	350	PAIRED	WGS	METAGENOMIC	other	30036687	5634395962	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:624-8	ena-RUN-BGI-16-09-2015-16:59:46:624-8	2889499401;2926403252	b6acaf5849c85781e6dd2ef6804c17fd;d571fc62ee9b80bec37ecf520e50286c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1018192/ERR1018192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1018192/ERR1018192_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/002/ERR1018192/ERR1018192_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/002/ERR1018192/ERR1018192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1018192/ERR1018192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1018192/ERR1018192_2.fastq.gz	2801608405;2840702450	46ae7a0a2df0500317b88f5ab615fe99;a3d87722322ab15f83f0f752f8ad3ce4	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018192/M123A.SZAXPI003416-4.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018192/M123A.SZAXPI003416-4.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018192/M123A.SZAXPI003416-4.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018192/M123A.SZAXPI003416-4.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018192/M123A.SZAXPI003416-4.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018192/M123A.SZAXPI003416-4.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5070131281	11d9e2d50887f23a305a1f348605a437	ftp.sra.ebi.ac.uk/vol1/err/ERR101/002/ERR1018192	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/002/ERR1018192	ftp.sra.ebi.ac.uk/vol1/err/ERR101/002/ERR1018192				SZAXPI003416-4		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541477	ERS848626	ERX1097260	ERR1018193	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003417-4	350	PAIRED	WGS	METAGENOMIC	other	30614519	5802081901	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:625-9	ena-RUN-BGI-16-09-2015-16:59:46:625-9	2964699426;2977336256	2e12fd42b4a57829949c222a4c14745d;f48bc277c06985ab094f01314c59c008	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1018193/ERR1018193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1018193/ERR1018193_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/003/ERR1018193/ERR1018193_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/003/ERR1018193/ERR1018193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1018193/ERR1018193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1018193/ERR1018193_2.fastq.gz	2874358798;2889642152	d26434fe74c25fad7f890a96e1973f2d;f9b20d9f693936bd7611b7ef441a31a3	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018193/A21A.SZAXPI003417-4.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018193/A21A.SZAXPI003417-4.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018193/A21A.SZAXPI003417-4.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018193/A21A.SZAXPI003417-4.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018193/A21A.SZAXPI003417-4.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018193/A21A.SZAXPI003417-4.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5174553132	d594782c3702f307738237788107f5a9	ftp.sra.ebi.ac.uk/vol1/err/ERR101/003/ERR1018193	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/003/ERR1018193	ftp.sra.ebi.ac.uk/vol1/err/ERR101/003/ERR1018193				SZAXPI003417-4		Stool sample from China	0	2015-09-16
PRJEB10878	ERP012177	SAMEA3541478	ERS848627	ERX1097261	ERR1018194	ERA485830	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	SZAXPI003418-8	350	PAIRED	WGS	METAGENOMIC	other	30736143	5848388244	BGI	2015-10-01	2018-11-16	Illumina HiSeq 2000 paired end sequencing	Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer	ena-STUDY-BGI-16-09-2015-16:59:58:488-236	ena-EXPERIMENT-BGI-16-09-2015-16:59:46:625-10	ena-RUN-BGI-16-09-2015-16:59:46:625-10	2967592924;2989459034	754eed1cb19fe6d033a2f9d76d92c30d;a570a385f5c7e08bf1c8f2fd49579492	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1018194/ERR1018194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1018194/ERR1018194_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/004/ERR1018194/ERR1018194_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR101/004/ERR1018194/ERR1018194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1018194/ERR1018194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1018194/ERR1018194_2.fastq.gz	2876558432;2900895625	3ae546476d4ad091d2de123a51928df3;61dc17d29852e6a9c48eb833ab64b46e	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018194/M2-Pk017A.SZAXPI003418-8.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018194/M2-Pk017A.SZAXPI003418-8.clean.trim.rmhost.2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018194/M2-Pk017A.SZAXPI003418-8.clean.trim.rmhost.1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR101/ERR1018194/M2-Pk017A.SZAXPI003418-8.clean.trim.rmhost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018194/M2-Pk017A.SZAXPI003418-8.clean.trim.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1018194/M2-Pk017A.SZAXPI003418-8.clean.trim.rmhost.2.fq.gz	FASTQ;FASTQ	5191002101	4a416ec7d29d9433908090eba2cbe259	ftp.sra.ebi.ac.uk/vol1/err/ERR101/004/ERR1018194	fasp.sra.ebi.ac.uk:/vol1/err/ERR101/004/ERR1018194	ftp.sra.ebi.ac.uk/vol1/err/ERR101/004/ERR1018194				SZAXPI003418-8		Stool sample from China	0	2015-09-16
